transaction_id,date,department,expense_category,vendor,amount_inr,cost_center,approved_by,description
TXN00137,2025-09-14,IT,Fuel & POL,BPCL,208000.0,CC-IT-3,EMP1028,Fuel & POL - routine it expense
TXN01807,2025-09-14,Admin,IT Services & Software,Local IT Vendor,277900.0,CC-ADM-2,EMP1047,IT Services & Software - routine admin expense (possible duplicate)
TXN01288,2025-09-14,Finance,Training & Seminars,NIIT,77100.0,CC-FIN-2,EMP1028,Training & Seminars - routine finance expense
TXN00054,2025-09-14,Procurement,Training & Seminars,IIM Institute,23900.0,CC-PRO-2,EMP1044,Training & Seminars - routine procurement expense
TXN00946,2025-09-14,Admin,Equipment Maintenance,BHEL,211100.0,CC-ADM-1,EMP1012,Equipment Maintenance - routine admin expense
TXN00065,2025-09-14,Drilling,Travel & Conveyance,Air India,26400.0,CC-DRI-3,EMP1042,Travel & Conveyance - routine drilling expense
TXN01414,2025-09-14,Admin,Catering & Hospitality,Taj Catering Services,26100.0,CC-ADM-1,EMP1023,Catering & Hospitality - routine admin expense
TXN01759,2025-09-15,HR,Office Supplies,Staples India,9300.0,CC-HR-2,EMP1035,Office Supplies - routine hr expense
TXN00704,2025-09-15,Logistics,Contractor Payment,Reliance Infra Services,1226900.0,CC-LOG-2,EMP1048,Contractor Payment - routine logistics expense
TXN00799,2025-09-15,Maintenance,Office Supplies,Local Stationery Mart,10700.0,CC-MAI-2,EMP1012,Office Supplies - routine maintenance expense
TXN00836,2025-09-15,Drilling,Office Supplies,Staples India,4000.0,CC-DRI-1,EMP1047,Office Supplies - routine drilling expense
TXN00178,2025-09-15,Admin,Catering & Hospitality,Local Caterers Assoc,41900.0,CC-ADM-3,EMP1002,Catering & Hospitality - routine admin expense
TXN00103,2025-09-15,IT,Contractor Payment,Reliance Infra Services,1901600.0,CC-IT-1,EMP1009,Contractor Payment - routine it expense
TXN00609,2025-09-16,Drilling,Travel & Conveyance,IRCTC,20300.0,CC-DRI-2,EMP1005,Travel & Conveyance - routine drilling expense
TXN00337,2025-09-16,Finance,Catering & Hospitality,Taj Catering Services,27200.0,CC-FIN-1,EMP1043,Catering & Hospitality - routine finance expense
TXN00532,2025-09-16,Logistics,Training & Seminars,NIIT,56700.0,CC-LOG-1,EMP1046,Training & Seminars - routine logistics expense
TXN00140,2025-09-16,Logistics,Training & Seminars,NIIT,20500.0,CC-LOG-2,EMP1042,Training & Seminars - routine logistics expense
TXN00841,2025-09-16,HSE,Catering & Hospitality,Local Caterers Assoc,32200.0,CC-HSE-3,EMP1030,Catering & Hospitality - routine hse expense
TXN01380,2025-09-16,HR,Contractor Payment,Local Contractor Pvt Ltd,1875200.0,CC-HR-1,EMP1025,Contractor Payment - routine hr expense
TXN01700,2025-09-17,Logistics,Fuel & POL,HPCL,64300.0,CC-LOG-1,EMP1017,Fuel & POL - routine logistics expense
TXN00209,2025-09-17,Admin,IT Services & Software,Local IT Vendor,59700.0,CC-ADM-3,EMP1022,IT Services & Software - routine admin expense
TXN01703,2025-09-18,IT,Equipment Maintenance,Schlumberger,494900.0,CC-IT-2,EMP1016,Equipment Maintenance - routine it expense
TXN01799,2025-09-18,Finance,Fuel & POL,HPCL,85400.0,CC-FIN-2,EMP1007,Fuel & POL - routine finance expense
TXN00093,2025-09-18,Drilling,IT Services & Software,Microsoft India,295500.0,CC-DRI-3,EMP1000,IT Services & Software - routine drilling expense
TXN01206,2025-09-18,Logistics,Catering & Hospitality,Taj Catering Services,7200.0,CC-LOG-1,EMP1036,Catering & Hospitality - routine logistics expense
TXN01331,2025-09-18,IT,Travel & Conveyance,Air India,29900.0,CC-IT-3,EMP1016,Travel & Conveyance - routine it expense
TXN00082,2025-09-18,Production,Utilities,Municipal Water Dept,93700.0,CC-PRO-2,EMP1019,Utilities - routine production expense
TXN01327,2025-09-18,Logistics,Fuel & POL,IndianOil Corp,30400.0,CC-LOG-2,EMP1004,Fuel & POL - routine logistics expense
TXN00480,2025-09-18,Finance,IT Services & Software,Local IT Vendor,23000.0,CC-FIN-1,EMP1035,IT Services & Software - routine finance expense
TXN00837,2025-09-18,IT,Contractor Payment,Local Contractor Pvt Ltd,255500.0,CC-IT-1,EMP1030,Contractor Payment - routine it expense
TXN01498,2025-09-19,Procurement,IT Services & Software,Microsoft India,102300.0,CC-PRO-3,EMP1024,IT Services & Software - routine procurement expense
TXN01445,2025-09-19,Maintenance,Contractor Payment,Reliance Infra Services,246500.0,CC-MAI-3,EMP1018,Contractor Payment - routine maintenance expense
TXN00803,2025-09-19,Procurement,Equipment Maintenance,Schlumberger,152300.0,CC-PRO-3,EMP1026,Equipment Maintenance - routine procurement expense
TXN01790,2025-09-19,Drilling,Utilities,State Electricity Board,109200.0,CC-DRI-1,EMP1005,Utilities - routine drilling expense
TXN01365,2025-09-20,HSE,Office Supplies,Staples India,10700.0,CC-HSE-1,EMP1015,Office Supplies - routine hse expense
TXN01254,2025-09-20,Production,Fuel & POL,IndianOil Corp,211200.0,CC-PRO-1,EMP1024,Fuel & POL - routine production expense
TXN00319,2025-09-20,Finance,Fuel & POL,BPCL,233600.0,CC-FIN-3,EMP1033,Fuel & POL - routine finance expense
TXN00842,2025-09-20,HSE,Catering & Hospitality,Taj Catering Services,5700.0,CC-HSE-1,EMP1013,Catering & Hospitality - routine hse expense
TXN00409,2025-09-20,Production,IT Services & Software,Local IT Vendor,332900.0,CC-PRO-1,EMP1000,IT Services & Software - routine production expense
TXN00749,2025-09-21,Admin,Contractor Payment,Tata Projects,954400.0,CC-ADM-1,EMP1016,Contractor Payment - routine admin expense
TXN00505,2025-09-21,Admin,Equipment Maintenance,BHEL,456300.0,CC-ADM-3,EMP1029,Equipment Maintenance - routine admin expense
TXN01460,2025-09-21,Procurement,Catering & Hospitality,Taj Catering Services,37300.0,CC-PRO-2,EMP1004,Catering & Hospitality - routine procurement expense
TXN00834,2025-09-21,Drilling,IT Services & Software,TCS,23500.0,CC-DRI-2,EMP1006,IT Services & Software - routine drilling expense
TXN00772,2025-09-21,HSE,Utilities,State Electricity Board,150800.0,CC-HSE-2,EMP1035,Utilities - routine hse expense
TXN00122,2025-09-21,Finance,Contractor Payment,Tata Projects,1862300.0,CC-FIN-1,EMP1043,Contractor Payment - routine finance expense
TXN00924,2025-09-21,Admin,Office Supplies,Local Stationery Mart,4100.0,CC-ADM-3,EMP1039,Office Supplies - routine admin expense
TXN00191,2025-09-22,Procurement,Travel & Conveyance,IRCTC,34900.0,CC-PRO-3,EMP1009,Travel & Conveyance - routine procurement expense
TXN01464,2025-09-22,Procurement,Equipment Maintenance,Local Workshop Co,82700.0,CC-PRO-1,EMP1030,Equipment Maintenance - routine procurement expense
TXN01483,2025-09-22,IT,Contractor Payment,Local Contractor Pvt Ltd,1213500.0,CC-IT-1,EMP1006,Contractor Payment - routine it expense
TXN00754,2025-09-22,Maintenance,Training & Seminars,NIIT,43300.0,CC-MAI-3,EMP1012,Training & Seminars - routine maintenance expense
TXN01278,2025-09-23,Admin,IT Services & Software,Local IT Vendor,206500.0,CC-ADM-2,EMP1048,IT Services & Software - routine admin expense
TXN00902,2025-09-23,Maintenance,Fuel & POL,HPCL,86200.0,CC-MAI-3,EMP1003,Fuel & POL - routine maintenance expense
TXN01433,2025-09-23,IT,Contractor Payment,Local Contractor Pvt Ltd,922100.0,CC-IT-1,EMP1028,Contractor Payment - routine it expense
TXN01448,2025-09-23,Production,Office Supplies,Staples India,2300.0,CC-PRO-1,EMP1015,Office Supplies - routine production expense
TXN00236,2025-09-23,Admin,Travel & Conveyance,Air India,37100.0,CC-ADM-3,EMP1040,Travel & Conveyance - routine admin expense
TXN00802,2025-09-24,Logistics,Fuel & POL,BPCL,98500.0,CC-LOG-3,EMP1031,Fuel & POL - routine logistics expense
TXN00360,2025-09-25,HR,Catering & Hospitality,Local Caterers Assoc,17600.0,CC-HR-3,EMP1019,Catering & Hospitality - routine hr expense
TXN01348,2025-09-25,Logistics,Utilities,Municipal Water Dept,29200.0,CC-LOG-3,EMP1041,Utilities - routine logistics expense
TXN01265,2025-09-25,Drilling,Contractor Payment,Reliance Infra Services,1600800.0,CC-DRI-1,EMP1004,Contractor Payment - routine drilling expense
TXN01089,2025-09-25,Finance,Contractor Payment,Local Contractor Pvt Ltd,1821300.0,CC-FIN-1,EMP1003,Contractor Payment - routine finance expense
TXN00952,2025-09-25,Admin,IT Services & Software,TCS,313400.0,CC-ADM-3,EMP1015,IT Services & Software - routine admin expense
TXN01806,2025-09-26,Procurement,Travel & Conveyance,IRCTC,34900.0,CC-PRO-3,EMP1009,Travel & Conveyance - routine procurement expense (possible duplicate)
TXN01360,2025-09-26,Drilling,IT Services & Software,TCS,238200.0,CC-DRI-1,EMP1007,IT Services & Software - routine drilling expense
TXN01266,2025-09-26,HR,Catering & Hospitality,Local Caterers Assoc,29100.0,CC-HR-2,EMP1015,Catering & Hospitality - routine hr expense
TXN01087,2025-09-26,Production,Office Supplies,Staples India,4400.0,CC-PRO-2,EMP1032,Office Supplies - routine production expense
TXN01164,2025-09-27,Production,IT Services & Software,Local IT Vendor,174500.0,CC-PRO-3,EMP1038,IT Services & Software - routine production expense
TXN01575,2025-09-27,Maintenance,Equipment Maintenance,Larsen & Toubro,101400.0,CC-MAI-2,EMP1043,Equipment Maintenance - routine maintenance expense
TXN00171,2025-09-27,HR,Training & Seminars,NIIT,49200.0,CC-HR-2,EMP1044,Training & Seminars - routine hr expense
TXN01321,2025-09-27,Procurement,Equipment Maintenance,Larsen & Toubro,441200.0,CC-PRO-1,EMP1010,Equipment Maintenance - routine procurement expense
TXN00642,2025-09-27,HR,Office Supplies,Local Stationery Mart,5900.0,CC-HR-2,EMP1018,Office Supplies - routine hr expense
TXN01342,2025-09-28,Maintenance,Travel & Conveyance,Air India,33100.0,CC-MAI-1,EMP1032,Travel & Conveyance - routine maintenance expense
TXN01636,2025-09-28,Admin,Equipment Maintenance,BHEL,472400.0,CC-ADM-2,EMP1019,Equipment Maintenance - routine admin expense
TXN01584,2025-09-28,HSE,Office Supplies,Local Stationery Mart,11100.0,CC-HSE-1,EMP1008,Office Supplies - routine hse expense
TXN00176,2025-09-28,Drilling,Travel & Conveyance,Local Taxi Union,27400.0,CC-DRI-1,EMP1042,Travel & Conveyance - routine drilling expense
TXN01017,2025-09-28,Procurement,Utilities,Municipal Water Dept,19600.0,CC-PRO-1,EMP1000,Utilities - routine procurement expense
TXN00895,2025-09-29,HSE,Contractor Payment,Tata Projects,1876600.0,CC-HSE-2,EMP1017,Contractor Payment - routine hse expense
TXN01440,2025-09-29,Admin,IT Services & Software,Wipro,254400.0,CC-ADM-3,EMP1031,IT Services & Software - routine admin expense
TXN00347,2025-09-29,Maintenance,Equipment Maintenance,BHEL,484600.0,CC-MAI-2,EMP1018,Equipment Maintenance - routine maintenance expense
TXN01726,2025-09-30,Finance,Contractor Payment,Tata Projects,1593800.0,CC-FIN-2,EMP1001,Contractor Payment - routine finance expense
TXN00819,2025-09-30,IT,Office Supplies,Staples India,800.0,CC-IT-1,EMP1009,Office Supplies - routine it expense
TXN01020,2025-09-30,Finance,Fuel & POL,HPCL,231500.0,CC-FIN-3,EMP1016,Fuel & POL - routine finance expense
TXN00725,2025-09-30,Drilling,Equipment Maintenance,BHEL,203500.0,CC-DRI-2,EMP1038,Equipment Maintenance - routine drilling expense
TXN00342,2025-09-30,Finance,Contractor Payment,Local Contractor Pvt Ltd,645900.0,CC-FIN-2,EMP1003,Contractor Payment - routine finance expense
TXN00628,2025-09-30,Logistics,Fuel & POL,HPCL,222500.0,CC-LOG-3,EMP1046,Fuel & POL - routine logistics expense
TXN01416,2025-10-01,Drilling,Office Supplies,Local Stationery Mart,7100.0,CC-DRI-3,EMP1034,Office Supplies - routine drilling expense
TXN01621,2025-10-01,HSE,Training & Seminars,Internal Training Cell,66500.0,CC-HSE-3,EMP1008,Training & Seminars - routine hse expense
TXN01394,2025-10-01,Logistics,IT Services & Software,Microsoft India,294900.0,CC-LOG-1,EMP1021,IT Services & Software - routine logistics expense
TXN01175,2025-10-01,Drilling,Utilities,State Electricity Board,24600.0,CC-DRI-2,EMP1009,Utilities - routine drilling expense
TXN00779,2025-10-01,Drilling,Travel & Conveyance,Local Taxi Union,27100.0,CC-DRI-2,EMP1001,Travel & Conveyance - routine drilling expense
TXN01794,2025-10-01,Production,IT Services & Software,Local IT Vendor,211300.0,CC-PRO-3,EMP1037,IT Services & Software - routine production expense
TXN00723,2025-10-01,Admin,Equipment Maintenance,Larsen & Toubro,595600.0,CC-ADM-3,EMP1041,Equipment Maintenance - routine admin expense
TXN01614,2025-10-02,HR,Travel & Conveyance,Local Taxi Union,24000.0,CC-HR-2,EMP1006,Travel & Conveyance - routine hr expense
TXN01738,2025-10-02,Procurement,Fuel & POL,HPCL,198500.0,CC-PRO-3,EMP1026,Fuel & POL - routine procurement expense
TXN01744,2025-10-03,Logistics,IT Services & Software,Microsoft India,213600.0,CC-LOG-1,EMP1002,IT Services & Software - routine logistics expense
TXN01490,2025-10-03,Maintenance,Contractor Payment,Local Contractor Pvt Ltd,1528700.0,CC-MAI-2,EMP1017,Contractor Payment - routine maintenance expense
TXN00892,2025-10-03,Admin,Training & Seminars,NIIT,37400.0,CC-ADM-2,EMP1041,Training & Seminars - routine admin expense
TXN00309,2025-10-03,Drilling,Contractor Payment,Local Contractor Pvt Ltd,1399700.0,CC-DRI-3,EMP1039,Contractor Payment - routine drilling expense
TXN00345,2025-10-03,IT,Travel & Conveyance,IRCTC,27100.0,CC-IT-3,EMP1023,Travel & Conveyance - routine it expense
TXN01531,2025-10-04,IT,Training & Seminars,Internal Training Cell,48800.0,CC-IT-3,EMP1045,Training & Seminars - routine it expense
TXN01317,2025-10-04,Drilling,Travel & Conveyance,Air India,31700.0,CC-DRI-2,EMP1034,Travel & Conveyance - routine drilling expense
TXN01782,2025-10-04,Production,Training & Seminars,IIM Institute,13400.0,CC-PRO-2,EMP1046,Training & Seminars - routine production expense
TXN00031,2025-10-04,Admin,Contractor Payment,Local Contractor Pvt Ltd,479500.0,CC-ADM-3,EMP1019,Contractor Payment - routine admin expense
TXN01409,2025-10-04,Finance,Catering & Hospitality,Local Caterers Assoc,47800.0,CC-FIN-1,EMP1001,Catering & Hospitality - routine finance expense
TXN01015,2025-10-04,Admin,Office Supplies,Staples India,11600.0,CC-ADM-1,EMP1002,Office Supplies - routine admin expense
TXN00112,2025-10-04,Logistics,Training & Seminars,Internal Training Cell,57900.0,CC-LOG-3,EMP1044,Training & Seminars - routine logistics expense
TXN01728,2025-10-04,Logistics,Utilities,State Electricity Board,44100.0,CC-LOG-2,EMP1047,Utilities - routine logistics expense
TXN00784,2025-10-04,HSE,Contractor Payment,Tata Projects,801000.0,CC-HSE-3,EMP1002,Contractor Payment - routine hse expense
TXN00106,2025-10-05,Maintenance,Training & Seminars,IIM Institute,72100.0,CC-MAI-2,EMP1018,Training & Seminars - routine maintenance expense
TXN01431,2025-10-05,Admin,Contractor Payment,Reliance Infra Services,365200.0,CC-ADM-1,EMP1048,Contractor Payment - routine admin expense
TXN00962,2025-10-05,Procurement,Travel & Conveyance,Local Taxi Union,6000.0,CC-PRO-1,EMP1018,Travel & Conveyance - routine procurement expense
TXN01229,2025-10-05,Admin,Catering & Hospitality,Taj Catering Services,9000.0,CC-ADM-2,EMP1030,Catering & Hospitality - routine admin expense
TXN00199,2025-10-06,Drilling,Office Supplies,Local Stationery Mart,11600.0,CC-DRI-2,EMP1048,Office Supplies - routine drilling expense
TXN00917,2025-10-06,Finance,Travel & Conveyance,IRCTC,27600.0,CC-FIN-2,EMP1018,Travel & Conveyance - routine finance expense
TXN01276,2025-10-06,Procurement,Office Supplies,Staples India,1700.0,CC-PRO-3,EMP1008,Office Supplies - routine procurement expense
TXN01226,2025-10-06,Production,IT Services & Software,Wipro,284800.0,CC-PRO-1,EMP1007,IT Services & Software - routine production expense
TXN01284,2025-10-06,Maintenance,IT Services & Software,Wipro,98300.0,CC-MAI-3,EMP1005,IT Services & Software - routine maintenance expense
TXN01141,2025-10-06,Logistics,Training & Seminars,IIM Institute,23700.0,CC-LOG-3,EMP1038,Training & Seminars - routine logistics expense
TXN00269,2025-10-06,Finance,Catering & Hospitality,Local Caterers Assoc,33500.0,CC-FIN-2,EMP1027,Catering & Hospitality - routine finance expense
TXN00377,2025-10-07,Finance,Utilities,State Electricity Board,77300.0,CC-FIN-2,EMP1011,Utilities - routine finance expense
TXN01719,2025-10-07,HR,Training & Seminars,Internal Training Cell,33700.0,CC-HR-1,EMP1033,Training & Seminars - routine hr expense
TXN01114,2025-10-07,Production,Training & Seminars,Internal Training Cell,34000.0,CC-PRO-2,EMP1034,Training & Seminars - routine production expense
TXN01674,2025-10-07,Admin,IT Services & Software,Local IT Vendor,258600.0,CC-ADM-3,EMP1024,IT Services & Software - routine admin expense
TXN01627,2025-10-07,Logistics,Catering & Hospitality,Taj Catering Services,18800.0,CC-LOG-2,EMP1005,Catering & Hospitality - routine logistics expense
TXN01469,2025-10-08,Drilling,Office Supplies,Local Stationery Mart,3800.0,CC-DRI-1,EMP1009,Office Supplies - routine drilling expense
TXN01198,2025-10-08,Finance,Training & Seminars,Internal Training Cell,47000.0,CC-FIN-2,EMP1025,Training & Seminars - routine finance expense
TXN01150,2025-10-08,Maintenance,Equipment Maintenance,Local Workshop Co,576400.0,CC-MAI-2,EMP1037,Equipment Maintenance - routine maintenance expense
TXN00276,2025-10-09,Logistics,Utilities,State Electricity Board,156100.0,CC-LOG-3,EMP1048,Utilities - routine logistics expense
TXN01609,2025-10-09,Production,Travel & Conveyance,Air India,3600.0,CC-PRO-1,EMP1048,Travel & Conveyance - routine production expense
TXN00004,2025-10-09,Drilling,IT Services & Software,TCS,154000.0,CC-DRI-3,EMP1041,IT Services & Software - routine drilling expense
TXN01311,2025-10-09,Admin,Travel & Conveyance,IRCTC,2900.0,CC-ADM-3,EMP1019,Travel & Conveyance - routine admin expense
TXN01306,2025-10-10,Drilling,Catering & Hospitality,Taj Catering Services,8100.0,CC-DRI-1,EMP1029,Catering & Hospitality - routine drilling expense
TXN01356,2025-10-10,IT,Office Supplies,Staples India,8300.0,CC-IT-2,EMP1031,Office Supplies - routine it expense
TXN00905,2025-10-10,Production,Catering & Hospitality,Local Caterers Assoc,16400.0,CC-PRO-3,EMP1035,Catering & Hospitality - routine production expense
TXN00582,2025-10-11,Production,Fuel & POL,HPCL,15500.0,CC-PRO-2,EMP1029,Fuel & POL - routine production expense
TXN00111,2025-10-11,Logistics,Training & Seminars,NIIT,21200.0,CC-LOG-2,EMP1044,Training & Seminars - routine logistics expense
TXN00432,2025-10-11,Procurement,Fuel & POL,IndianOil Corp,174100.0,CC-PRO-2,EMP1000,Fuel & POL - routine procurement expense
TXN00402,2025-10-11,Logistics,IT Services & Software,TCS,346200.0,CC-LOG-2,EMP1048,IT Services & Software - routine logistics expense
TXN01610,2025-10-11,Drilling,Catering & Hospitality,Local Caterers Assoc,38500.0,CC-DRI-1,EMP1019,Catering & Hospitality - routine drilling expense
TXNOS007,2025-10-11,Maintenance,Equipment Maintenance,Local Workshop Co,485600.0,CC-MAI-1,EMP1012,Equipment Maintenance - recurring high-cost vendor
TXN00204,2025-10-11,Admin,IT Services & Software,Local IT Vendor,245000.0,CC-ADM-1,EMP1047,IT Services & Software - routine admin expense
TXN01453,2025-10-11,Admin,Travel & Conveyance,Air India,25900.0,CC-ADM-1,EMP1002,Travel & Conveyance - routine admin expense
TXN00361,2025-10-11,Procurement,Equipment Maintenance,BHEL,340700.0,CC-PRO-1,EMP1026,Equipment Maintenance - routine procurement expense
TXN00231,2025-10-12,Production,Training & Seminars,NIIT,28100.0,CC-PRO-1,EMP1012,Training & Seminars - routine production expense
TXN00853,2025-10-12,Admin,Equipment Maintenance,Schlumberger,405600.0,CC-ADM-3,EMP1006,Equipment Maintenance - routine admin expense
TXN00072,2025-10-12,Drilling,Utilities,State Electricity Board,50500.0,CC-DRI-1,EMP1021,Utilities - routine drilling expense
TXN00023,2025-10-12,Finance,Catering & Hospitality,Local Caterers Assoc,2400.0,CC-FIN-2,EMP1036,Catering & Hospitality - routine finance expense
TXN00881,2025-10-12,Admin,Equipment Maintenance,Schlumberger,175200.0,CC-ADM-2,EMP1041,Equipment Maintenance - routine admin expense
TXN00094,2025-10-12,Drilling,Office Supplies,Local Stationery Mart,1400.0,CC-DRI-1,EMP1037,Office Supplies - routine drilling expense
TXN01639,2025-10-12,Drilling,Fuel & POL,HPCL,207800.0,CC-DRI-1,EMP1044,Fuel & POL - routine drilling expense
TXN00251,2025-10-12,Procurement,Catering & Hospitality,Local Caterers Assoc,44700.0,CC-PRO-1,EMP1048,Catering & Hospitality - routine procurement expense
TXN00898,2025-10-12,Procurement,Contractor Payment,Tata Projects,1492700.0,CC-PRO-3,EMP1002,Contractor Payment - routine procurement expense
TXN01632,2025-10-12,Drilling,Training & Seminars,Internal Training Cell,76200.0,CC-DRI-3,EMP1045,Training & Seminars - routine drilling expense
TXN01086,2025-10-12,Admin,Utilities,State Electricity Board,71500.0,CC-ADM-2,EMP1018,Utilities - routine admin expense
TXN01683,2025-10-12,Drilling,Fuel & POL,BPCL,37600.0,CC-DRI-1,EMP1022,Fuel & POL - routine drilling expense
TXN00625,2025-10-13,HSE,Training & Seminars,NIIT,55800.0,CC-HSE-2,EMP1029,Training & Seminars - routine hse expense
TXN00053,2025-10-13,HSE,Travel & Conveyance,Air India,37300.0,CC-HSE-1,EMP1032,Travel & Conveyance - routine hse expense
TXN01527,2025-10-13,Logistics,Utilities,State Electricity Board,122400.0,CC-LOG-1,EMP1026,Utilities - routine logistics expense
TXN00960,2025-10-13,HSE,Office Supplies,Staples India,10500.0,CC-HSE-1,EMP1038,Office Supplies - routine hse expense
TXN00399,2025-10-14,Procurement,Travel & Conveyance,Air India,11000.0,CC-PRO-1,EMP1029,Travel & Conveyance - routine procurement expense
TXN01000,2025-10-14,Maintenance,Equipment Maintenance,Schlumberger,391200.0,CC-MAI-3,EMP1000,Equipment Maintenance - routine maintenance expense
TXN00437,2025-10-15,HSE,Travel & Conveyance,IRCTC,18300.0,CC-HSE-1,EMP1040,Travel & Conveyance - routine hse expense
TXN01075,2025-10-15,IT,Office Supplies,Staples India,4400.0,CC-IT-1,EMP1019,Office Supplies - routine it expense
TXN00335,2025-10-15,HSE,Contractor Payment,Local Contractor Pvt Ltd,1689400.0,CC-HSE-1,EMP1032,Contractor Payment - routine hse expense
TXN00133,2025-10-15,Production,Fuel & POL,IndianOil Corp,107000.0,CC-PRO-3,EMP1038,Fuel & POL - routine production expense
TXN00166,2025-10-15,HR,Fuel & POL,BPCL,20300.0,CC-HR-1,EMP1024,Fuel & POL - routine hr expense
TXN00367,2025-10-15,Admin,Fuel & POL,IndianOil Corp,68400.0,CC-ADM-3,EMP1021,Fuel & POL - routine admin expense
TXN00862,2025-10-16,Procurement,Equipment Maintenance,Larsen & Toubro,33300.0,CC-PRO-1,EMP1000,Equipment Maintenance - routine procurement expense
TXN00840,2025-10-16,IT,Catering & Hospitality,Taj Catering Services,47000.0,CC-IT-1,EMP1033,Catering & Hospitality - routine it expense
TXN00528,2025-10-16,Logistics,IT Services & Software,TCS,56600.0,CC-LOG-2,EMP1031,IT Services & Software - routine logistics expense
TXN00676,2025-10-16,Admin,Catering & Hospitality,Local Caterers Assoc,35800.0,CC-ADM-1,EMP1042,Catering & Hospitality - routine admin expense
TXN01297,2025-10-16,HR,IT Services & Software,Local IT Vendor,340400.0,CC-HR-1,EMP1045,IT Services & Software - routine hr expense
TXN00587,2025-10-16,Maintenance,Fuel & POL,IndianOil Corp,132500.0,CC-MAI-1,EMP1033,Fuel & POL - routine maintenance expense
TXN00492,2025-10-16,IT,Catering & Hospitality,Local Caterers Assoc,47500.0,CC-IT-3,EMP1031,Catering & Hospitality - routine it expense
TXN00283,2025-10-16,Logistics,Office Supplies,Staples India,3100.0,CC-LOG-2,EMP1008,Office Supplies - routine logistics expense
TXN01149,2025-10-17,Drilling,Training & Seminars,Internal Training Cell,73700.0,CC-DRI-2,EMP1028,Training & Seminars - routine drilling expense
TXN01080,2025-10-17,Finance,Training & Seminars,NIIT,69700.0,CC-FIN-2,EMP1011,Training & Seminars - routine finance expense
TXN00069,2025-10-17,HR,Training & Seminars,IIM Institute,64900.0,CC-HR-1,EMP1008,Training & Seminars - routine hr expense
TXN01686,2025-10-17,Finance,IT Services & Software,TCS,7800.0,CC-FIN-3,EMP1031,IT Services & Software - routine finance expense
TXN00835,2025-10-17,Admin,Utilities,State Electricity Board,149500.0,CC-ADM-2,EMP1035,Utilities - routine admin expense
TXN00600,2025-10-17,Admin,Catering & Hospitality,Taj Catering Services,46500.0,CC-ADM-1,EMP1038,Catering & Hospitality - routine admin expense
TXN00489,2025-10-17,HR,Utilities,Municipal Water Dept,154000.0,CC-HR-1,EMP1022,Utilities - routine hr expense
TXN00499,2025-10-17,Production,IT Services & Software,Wipro,283400.0,CC-PRO-2,EMP1012,IT Services & Software - routine production expense
TXN00458,2025-10-17,Maintenance,Travel & Conveyance,Air India,2600.0,CC-MAI-2,EMP1012,Travel & Conveyance - routine maintenance expense
TXN00953,2025-10-17,IT,Training & Seminars,NIIT,42200.0,CC-IT-1,EMP1027,Training & Seminars - routine it expense
TXN01190,2025-10-17,IT,Utilities,State Electricity Board,80000.0,CC-IT-1,EMP1017,Utilities - routine it expense
TXN00692,2025-10-18,IT,Contractor Payment,Reliance Infra Services,1314100.0,CC-IT-2,EMP1047,Contractor Payment - routine it expense
TXN00157,2025-10-18,Drilling,Equipment Maintenance,Schlumberger,398100.0,CC-DRI-3,EMP1023,Equipment Maintenance - routine drilling expense
TXN00874,2025-10-18,IT,Utilities,Municipal Water Dept,111400.0,CC-IT-1,EMP1032,Utilities - routine it expense
TXN00091,2025-10-18,Production,Catering & Hospitality,Taj Catering Services,6800.0,CC-PRO-1,EMP1032,Catering & Hospitality - routine production expense
TXN00761,2025-10-18,HSE,Fuel & POL,HPCL,121700.0,CC-HSE-1,EMP1022,Fuel & POL - routine hse expense
TXN01385,2025-10-19,Maintenance,Equipment Maintenance,Larsen & Toubro,386700.0,CC-MAI-3,EMP1000,Equipment Maintenance - routine maintenance expense
TXN00988,2025-10-19,HR,Travel & Conveyance,IRCTC,3800.0,CC-HR-3,EMP1016,Travel & Conveyance - routine hr expense
TXN01119,2025-10-19,Procurement,Catering & Hospitality,Local Caterers Assoc,30600.0,CC-PRO-3,EMP1046,Catering & Hospitality - routine procurement expense
TXN00046,2025-10-20,Production,Utilities,State Electricity Board,63900.0,CC-PRO-3,EMP1002,Utilities - routine production expense
TXN00742,2025-10-20,Logistics,IT Services & Software,Local IT Vendor,116600.0,CC-LOG-3,EMP1045,IT Services & Software - routine logistics expense
TXN01318,2025-10-20,Maintenance,Catering & Hospitality,Taj Catering Services,29300.0,CC-MAI-2,EMP1048,Catering & Hospitality - routine maintenance expense
TXN00211,2025-10-21,Drilling,Utilities,Municipal Water Dept,58800.0,CC-DRI-3,EMP1033,Utilities - routine drilling expense
TXN01682,2025-10-21,Maintenance,Contractor Payment,Tata Projects,401700.0,CC-MAI-1,EMP1030,Contractor Payment - routine maintenance expense
TXN01392,2025-10-21,HSE,IT Services & Software,TCS,309200.0,CC-HSE-3,EMP1047,IT Services & Software - routine hse expense
TXN01789,2025-10-21,HSE,IT Services & Software,Microsoft India,333800.0,CC-HSE-3,EMP1045,IT Services & Software - routine hse expense
TXN00373,2025-10-21,Admin,Catering & Hospitality,Taj Catering Services,59100.0,CC-ADM-2,EMP1024,Catering & Hospitality - routine admin expense
TXN00346,2025-10-22,IT,Office Supplies,Local Stationery Mart,3100.0,CC-IT-2,EMP1023,Office Supplies - routine it expense
